0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
1.0,6.21724717912137,0,6.21724717912137,1.0,0,0,6.21724717912137,1.0
2.0,12.043841852542883,0,12.043841852542883,2.0,0,0,12.043841852542883,2.0
3.0,17.113677648217216,0,17.113677648217216,3.0,0,0,17.113677648217216,3.0
4.0,21.108198137550378,0,21.108198137550378,4.0,0,0,21.108198137550378,4.0
5.0,23.776412907378838,0,23.776412907378838,5.0,0,0,23.776412907378838,5.0
6.0,24.950668210706787,0,24.950668210706787,6.0,0,0,24.950668210706787,6.0
7.0,24.557181268217214,0,24.557181268217214,7.0,0,0,24.557181268217214,7.0
8.0,22.620676311650488,0,22.620676311650488,8.0,0,0,22.620676311650488,8.0
9.0,19.262831069394732,0,19.262831069394732,9.0,0,0,19.262831069394732,9.0
10.0,14.69463130731183,0,14.69463130731183,10.0,0,0,14.69463130731183,10.0
11.0,9.203113817116954,0,9.203113817116954,11.0,0,0,9.203113817116954,11.0
12.0,3.1333308391076136,0,3.1333308391076136,12.0,0,0,3.1333308391076136,12.0
13.0,-3.133330839107608,0,-3.133330839107608,13.0,0,0,-3.133330839107608,13.0
14.0,-9.203113817116959,0,-9.203113817116959,14.0,0,0,-9.203113817116959,14.0
15.0,-14.694631307311825,0,-14.694631307311825,15.0,0,0,-14.694631307311825,15.0
16.0,-19.262831069394736,0,-19.262831069394736,16.0,0,0,-19.262831069394736,16.0
17.0,-22.620676311650495,0,-22.620676311650495,17.0,0,0,-22.620676311650495,17.0
18.0,-24.557181268217217,0,-24.557181268217217,18.0,0,0,-24.557181268217217,18.0
19.0,-24.950668210706787,0,-24.950668210706787,19.0,0,0,-24.950668210706787,19.0
20.0,-23.77641290737884,0,-23.77641290737884,20.0,0,0,-23.77641290737884,20.0
21.0,-21.10819813755039,0,-21.10819813755039,21.0,0,0,-21.10819813755039,21.0
22.0,-17.113677648217223,0,-17.113677648217223,22.0,0,0,-17.113677648217223,22.0
23.0,-12.043841852542883,0,-12.043841852542883,23.0,0,0,-12.043841852542883,23.0
24.0,-6.217247179121384,0,-6.217247179121384,24.0,0,0,-6.217247179121384,24.0
