0.0,0.0,0,0.0,0.0,0,0,0.0,0.0
1.0,0.2486898871648548,0,0.2486898871648548,1.0,0,0,0.2486898871648548,1.0
2.0,0.4817536741017153,0,0.4817536741017153,2.0,0,0,0.4817536741017153,2.0
3.0,0.6845471059286886,0,0.6845471059286886,3.0,0,0,0.6845471059286886,3.0
4.0,0.8443279255020151,0,0.8443279255020151,4.0,0,0,0.8443279255020151,4.0
5.0,0.9510565162951535,0,0.9510565162951535,5.0,0,0,0.9510565162951535,5.0
6.0,0.9980267284282716,0,0.9980267284282716,6.0,0,0,0.9980267284282716,6.0
7.0,0.9822872507286886,0,0.9822872507286886,7.0,0,0,0.9822872507286886,7.0
8.0,0.9048270524660195,0,0.9048270524660195,8.0,0,0,0.9048270524660195,8.0
9.0,0.7705132427757893,0,0.7705132427757893,9.0,0,0,0.7705132427757893,9.0
10.0,0.5877852522924732,0,0.5877852522924732,10.0,0,0,0.5877852522924732,10.0
11.0,0.36812455268467814,0,0.36812455268467814,11.0,0,0,0.36812455268467814,11.0
12.0,0.12533323356430454,0,0.12533323356430454,12.0,0,0,0.12533323356430454,12.0
13.0,-0.1253332335643043,0,-0.1253332335643043,13.0,0,0,-0.1253332335643043,13.0
14.0,-0.36812455268467836,0,-0.36812455268467836,14.0,0,0,-0.36812455268467836,14.0
15.0,-0.587785252292473,0,-0.587785252292473,15.0,0,0,-0.587785252292473,15.0
16.0,-0.7705132427757894,0,-0.7705132427757894,16.0,0,0,-0.7705132427757894,16.0
17.0,-0.9048270524660198,0,-0.9048270524660198,17.0,0,0,-0.9048270524660198,17.0
18.0,-0.9822872507286887,0,-0.9822872507286887,18.0,0,0,-0.9822872507286887,18.0
19.0,-0.9980267284282716,0,-0.9980267284282716,19.0,0,0,-0.9980267284282716,19.0
20.0,-0.9510565162951536,0,-0.9510565162951536,20.0,0,0,-0.9510565162951536,20.0
21.0,-0.8443279255020155,0,-0.8443279255020155,21.0,0,0,-0.8443279255020155,21.0
22.0,-0.684547105928689,0,-0.684547105928689,22.0,0,0,-0.684547105928689,22.0
23.0,-0.4817536741017153,0,-0.4817536741017153,23.0,0,0,-0.4817536741017153,23.0
24.0,-0.24868988716485535,0,-0.24868988716485535,24.0,0,0,-0.24868988716485535,24.0
